date,hour,mrt_shortname,person_time
2024-04-06,11,台電大樓,703
2024-04-06,11,國父紀念館,1647
2024-04-06,11,大安,999
2024-04-06,11,大安森林公園,1089
2024-04-06,11,忠孝復興,3763
2024-04-06,11,忠孝敦化,2441
2024-04-06,11,忠孝新生,2775
2024-04-06,11,東門,2000
2024-04-06,11,科技大樓,440
2024-04-06,11,萬隆,324
2024-04-06,11,麟光,227
2024-04-06,12,信義安和,646
2024-04-06,12,公館,1540
2024-04-06,12,六張犁,382
2024-04-06,12,古亭,1480
2024-04-06,12,台電大樓,756
2024-04-06,12,國父紀念館,1837
2024-04-06,12,大安,1093
2024-04-06,12,大安森林公園,1044
2024-04-06,12,忠孝復興,3466
2024-04-06,12,忠孝敦化,2241
2024-04-06,12,忠孝新生,2722
2024-04-06,12,東門,1739
2024-04-06,12,科技大樓,478
2024-04-06,12,萬隆,367
2024-04-06,12,麟光,217
2024-04-06,13,信義安和,742
2024-04-06,13,公館,1491
2024-04-06,13,六張犁,391
2024-04-06,13,古亭,1493
2024-04-06,13,台電大樓,676
2024-04-06,13,國父紀念館,1873
2024-04-06,13,大安,1044
2024-04-06,13,大安森林公園,1271
2024-04-06,13,忠孝復興,3629
2024-04-06,13,忠孝敦化,2296
2024-04-06,13,忠孝新生,3429
2024-04-06,13,東門,1832
2024-04-06,13,科技大樓,571
2024-04-06,13,萬隆,446
2024-04-06,13,麟光,228
2024-04-06,14,信義安和,720
2024-04-06,14,公館,1625
2024-04-06,14,六張犁,484
2024-04-06,14,古亭,1620
2024-04-06,14,台電大樓,805
2024-04-06,14,國父紀念館,2336
2024-04-06,14,大安,1023
2024-04-06,14,大安森林公園,1339
2024-04-06,14,忠孝復興,3280
2024-04-06,14,忠孝敦化,2311
2024-04-06,14,忠孝新生,3682
2024-04-06,14,東門,1587
2024-04-06,14,科技大樓,677
2024-04-06,14,萬隆,498
2024-04-06,14,麟光,265
2024-04-06,15,信義安和,713
2024-04-06,15,公館,1733
2024-04-06,15,六張犁,475
2024-04-06,15,古亭,1440
2024-04-06,15,台電大樓,752
2024-04-06,15,國父紀念館,3484
2024-04-06,15,大安,1021
2024-04-06,15,大安森林公園,1076
2024-04-06,15,忠孝復興,3297
2024-04-06,15,忠孝敦化,2119
2024-04-06,15,忠孝新生,3324
2024-04-06,15,東門,1535
2024-04-06,15,科技大樓,808
2024-04-06,15,萬隆,471
2024-04-06,15,麟光,230
2024-04-06,16,信義安和,864
2024-04-06,16,公館,1640
2024-04-06,16,六張犁,567
2024-04-06,16,古亭,1420
2024-04-06,16,台電大樓,874
2024-04-06,16,國父紀念館,3792
2024-04-06,16,大安,1026
2024-04-06,16,大安森林公園,817
2024-04-06,16,忠孝復興,3283
2024-04-06,16,忠孝敦化,2300
2024-04-06,16,忠孝新生,2711
2024-04-06,16,東門,1637
2024-04-06,16,科技大樓,909
2024-04-06,16,萬隆,587
2024-04-06,16,麟光,217
2024-04-06,17,信義安和,1195
2024-04-06,17,公館,1823
2024-04-06,17,六張犁,703
2024-04-06,17,古亭,1665
2024-04-06,17,台電大樓,995
2024-04-06,17,國父紀念館,1788
2024-04-06,17,大安,1150
2024-04-06,17,大安森林公園,671
2024-04-06,17,忠孝復興,3689
2024-04-06,17,忠孝敦化,2854
2024-04-06,17,忠孝新生,2256
2024-04-06,17,東門,1653
2024-04-06,17,科技大樓,642
2024-04-06,17,萬隆,674
2024-04-06,17,麟光,327
2024-04-06,18,信義安和,1288
2024-04-06,18,公館,1773
2024-04-06,18,六張犁,643
2024-04-06,18,古亭,1442
2024-04-06,18,台電大樓,886
2024-04-06,18,國父紀念館,1419
2024-04-06,18,大安,1168
2024-04-06,18,大安森林公園,452
2024-04-06,18,忠孝復興,2965
2024-04-06,18,忠孝敦化,2554
2024-04-06,18,忠孝新生,1853
2024-04-06,18,東門,1498
2024-04-06,18,科技大樓,567
2024-04-06,18,萬隆,611
2024-04-06,18,麟光,257
2024-04-06,19,信義安和,1077
2024-04-06,19,公館,1412
2024-04-06,19,六張犁,479
2024-04-06,19,古亭,1061
2024-04-06,19,台電大樓,648
2024-04-06,19,國父紀念館,863
2024-04-06,19,大安,760
2024-04-06,19,大安森林公園,335
2024-04-06,19,忠孝復興,2058
2024-04-06,19,忠孝敦化,1707
2024-04-06,19,忠孝新生,1335
2024-04-06,19,東門,1028
2024-04-06,19,科技大樓,495
2024-04-06,19,萬隆,659
2024-04-06,19,麟光,239
2024-04-06,20,信義安和,718
2024-04-06,20,公館,1043
2024-04-06,20,六張犁,457
2024-04-06,20,古亭,1135
2024-04-06,20,台電大樓,687
2024-04-06,20,國父紀念館,605
2024-04-06,20,大安,613
2024-04-06,20,大安森林公園,297
2024-04-06,20,忠孝復興,1388
2024-04-06,20,忠孝敦化,1169
2024-04-06,20,忠孝新生,990
2024-04-06,20,東門,794
2024-04-06,20,科技大樓,439
2024-04-06,20,萬隆,548
2024-04-06,20,麟光,223
2024-04-06,21,信義安和,739
2024-04-06,21,公館,1174
2024-04-06,21,六張犁,479
2024-04-06,21,古亭,1070
2024-04-06,21,台電大樓,660
2024-04-06,21,國父紀念館,552
2024-04-06,21,大安,687
2024-04-06,21,大安森林公園,343
2024-04-06,21,忠孝復興,1204
2024-04-06,21,忠孝敦化,960
2024-04-06,21,忠孝新生,944
2024-04-06,21,東門,736
2024-04-06,21,科技大樓,486
2024-04-06,21,萬隆,590
2024-04-06,21,麟光,256
2024-04-06,22,信義安和,588
2024-04-06,22,公館,845
2024-04-06,22,六張犁,418
2024-04-06,22,古亭,811
2024-04-06,22,台電大樓,481
2024-04-06,22,國父紀念館,379
2024-04-06,22,大安,523
2024-04-06,22,大安森林公園,214
2024-04-06,22,忠孝復興,824
2024-04-06,22,忠孝敦化,700
2024-04-06,22,忠孝新生,722
2024-04-06,22,東門,542
2024-04-06,22,科技大樓,363
2024-04-06,22,萬隆,597
2024-04-06,22,麟光,230
2024-04-06,23,信義安和,363
2024-04-06,23,公館,435
2024-04-06,23,六張犁,195
2024-04-06,23,古亭,456
2024-04-06,23,台電大樓,208
2024-04-06,23,國父紀念館,215
2024-04-06,23,大安,224
2024-04-06,23,大安森林公園,81
2024-04-06,23,忠孝復興,358
2024-04-06,23,忠孝敦化,445
2024-04-06,23,忠孝新生,277
2024-04-06,23,東門,249
2024-04-06,23,科技大樓,141
2024-04-06,23,萬隆,288
2024-04-06,23,麟光,117
2024-04-07,0,信義安和,89
2024-04-07,0,公館,221
2024-04-07,0,六張犁,63
2024-04-07,0,古亭,138
2024-04-07,0,台電大樓,86
2024-04-07,0,國父紀念館,54
2024-04-07,0,大安,77
2024-04-07,0,大安森林公園,28
2024-04-07,0,忠孝復興,116
2024-04-07,0,忠孝敦化,77
2024-04-07,0,忠孝新生,95
2024-04-07,0,東門,76
2024-04-07,0,科技大樓,44
2024-04-07,0,萬隆,105
2024-04-07,0,麟光,38
2024-04-07,1,信義安和,0
2024-04-07,1,公館,0
2024-04-07,1,六張犁,0
2024-04-07,1,古亭,0
2024-04-07,1,台電大樓,0
2024-04-07,1,國父紀念館,0
2024-04-07,1,大安,0
2024-04-07,1,大安森林公園,0
2024-04-07,1,忠孝復興,0
2024-04-07,1,忠孝敦化,0
2024-04-07,1,忠孝新生,0
2024-04-07,1,東門,0
2024-04-07,1,科技大樓,0
2024-04-07,1,萬隆,0
2024-04-07,1,麟光,0
2024-04-07,5,信義安和,2
2024-04-07,5,公館,0
2024-04-07,5,六張犁,0
2024-04-07,5,古亭,0
2024-04-07,5,台電大樓,0
2024-04-07,5,國父紀念館,0
2024-04-07,5,大安,0
2024-04-07,5,大安森林公園,1
2024-04-07,5,忠孝復興,0
2024-04-07,5,忠孝敦化,2
2024-04-07,5,忠孝新生,0
2024-04-07,5,東門,1
2024-04-07,5,科技大樓,0
2024-04-07,5,萬隆,0
2024-04-07,5,麟光,0
2024-04-07,6,信義安和,97
2024-04-07,6,公館,158
2024-04-07,6,六張犁,48
2024-04-07,6,古亭,161
2024-04-07,6,台電大樓,77
2024-04-07,6,國父紀念館,118
2024-04-07,6,大安,122
2024-04-07,6,大安森林公園,78
2024-04-07,6,忠孝復興,254
2024-04-07,6,忠孝敦化,146
2024-04-07,6,忠孝新生,179
2024-04-07,6,東門,136
2024-04-07,6,科技大樓,62
2024-04-07,6,萬隆,44
2024-04-07,6,麟光,26
2024-04-07,7,信義安和,157
2024-04-07,7,公館,273
2024-04-07,7,六張犁,94
2024-04-07,7,古亭,283
2024-04-07,7,台電大樓,167
2024-04-07,7,國父紀念館,234
2024-04-07,7,大安,237
2024-04-07,7,大安森林公園,83
2024-04-07,7,忠孝復興,392
2024-04-07,7,忠孝敦化,215
2024-04-07,7,忠孝新生,380
2024-04-07,7,東門,249
2024-04-07,7,科技大樓,102
2024-04-07,7,萬隆,78
2024-04-07,7,麟光,75
2024-04-07,8,信義安和,283
2024-04-07,8,公館,540
2024-04-07,8,六張犁,132
2024-04-07,8,古亭,695
2024-04-07,8,台電大樓,310
2024-04-07,8,國父紀念館,554
2024-04-07,8,大安,492
2024-04-07,8,大安森林公園,287
2024-04-07,8,忠孝復興,666
2024-04-07,8,忠孝敦化,624
2024-04-07,8,忠孝新生,698
2024-04-07,8,東門,664
2024-04-07,8,科技大樓,229
2024-04-07,8,萬隆,144
2024-04-07,8,麟光,144
2024-04-07,9,信義安和,309
2024-04-07,9,公館,845
2024-04-07,9,六張犁,235
2024-04-07,9,古亭,932
2024-04-07,9,台電大樓,588
2024-04-07,9,國父紀念館,1029
2024-04-07,9,大安,608
2024-04-07,9,大安森林公園,561
2024-04-07,9,忠孝復興,1518
2024-04-07,9,忠孝敦化,829
2024-04-07,9,忠孝新生,1368
2024-04-07,9,東門,1033
2024-04-07,9,科技大樓,304
2024-04-07,9,萬隆,208
2024-04-07,9,麟光,230
2024-04-07,10,信義安和,470
2024-04-07,10,公館,1033
2024-04-07,10,六張犁,239
2024-04-07,10,古亭,1043
2024-04-07,10,台電大樓,604
2024-04-07,10,國父紀念館,1377
2024-04-07,10,大安,647
2024-04-07,10,大安森林公園,725
2024-04-07,10,忠孝復興,2569
2024-04-07,10,忠孝敦化,1304
2024-04-07,10,忠孝新生,2076
2024-04-07,10,東門,1315
2024-04-07,10,科技大樓,383
2024-04-07,10,萬隆,278
2024-04-07,10,麟光,209
2024-04-07,11,信義安和,713
2024-04-07,11,公館,1540
2024-04-07,11,六張犁,291
2024-04-07,11,古亭,1121
2024-04-07,11,台電大樓,842
2024-04-07,11,國父紀念館,2096
2024-04-07,11,大安,802
2024-04-07,11,大安森林公園,754
2024-04-07,11,忠孝復興,3033
2024-04-07,11,忠孝敦化,1997
2024-04-07,11,忠孝新生,2272
2024-04-07,11,東門,1690
2024-04-07,11,科技大樓,370
2024-04-07,11,萬隆,298
2024-04-07,11,麟光,190
2024-04-07,12,信義安和,577
2024-04-07,12,公館,1639
2024-04-07,12,六張犁,342
2024-04-07,12,古亭,1284
2024-04-07,12,台電大樓,684
2024-04-07,12,國父紀念館,3013
2024-04-07,12,大安,920
2024-04-07,12,大安森林公園,773
2024-04-07,12,忠孝復興,2860
2024-04-07,12,忠孝敦化,1868
2024-04-07,12,忠孝新生,2351
2024-04-07,12,東門,1671
2024-04-07,12,科技大樓,482
2024-04-07,12,萬隆,330
2024-04-07,12,麟光,192
2024-04-07,13,信義安和,587
2024-04-07,13,公館,1536
2024-04-07,13,六張犁,354
2024-04-07,13,古亭,1462
2024-04-07,13,台電大樓,639
2024-04-07,13,國父紀念館,3628
2024-04-07,13,大安,957
2024-04-07,13,大安森林公園,1119
2024-04-07,13,忠孝復興,2820
2024-04-07,13,忠孝敦化,1766
2024-04-07,13,忠孝新生,2736
2024-04-07,13,東門,1531
2024-04-07,13,科技大樓,520
2024-04-07,13,萬隆,454
2024-04-07,13,麟光,179
2024-04-07,14,信義安和,652
2024-04-07,14,公館,1664
2024-04-07,14,六張犁,409
2024-04-07,14,古亭,1315
2024-04-07,14,台電大樓,749
2024-04-07,14,國父紀念館,1710
2024-04-07,14,大安,833
2024-04-07,14,大安森林公園,1609
2024-04-07,14,忠孝復興,2710
2024-04-07,14,忠孝敦化,1802
2024-04-07,14,忠孝新生,2879
2024-04-07,14,東門,1465
2024-04-07,14,科技大樓,565
2024-04-07,14,萬隆,446
2024-04-07,14,麟光,248
2024-04-07,15,信義安和,657
2024-04-07,15,公館,1730
2024-04-07,15,六張犁,424
2024-04-07,15,古亭,1203
2024-04-07,15,台電大樓,705
2024-04-07,15,國父紀念館,1147
2024-04-07,15,大安,842
2024-04-07,15,大安森林公園,1247
2024-04-07,15,忠孝復興,2514
2024-04-07,15,忠孝敦化,1823
2024-04-07,15,忠孝新生,2663
2024-04-07,15,東門,1233
2024-04-07,15,科技大樓,575
2024-04-07,15,萬隆,515
2024-04-07,15,麟光,215
2024-04-07,16,信義安和,826
2024-04-07,16,公館,1718
2024-04-07,16,六張犁,516
2024-04-07,16,古亭,1272
2024-04-07,16,台電大樓,780
2024-04-07,16,國父紀念館,1209
2024-04-07,16,大安,895
2024-04-07,16,大安森林公園,903
2024-04-07,16,忠孝復興,2526
2024-04-07,16,忠孝敦化,1777
2024-04-07,16,忠孝新生,2201
2024-04-07,16,東門,1273
2024-04-07,16,科技大樓,779
2024-04-07,16,萬隆,566
2024-04-07,16,麟光,246
2024-04-07,17,信義安和,957
2024-04-07,17,公館,1838
2024-04-07,17,六張犁,596
2024-04-07,17,古亭,1490
2024-04-07,17,台電大樓,894
2024-04-07,17,國父紀念館,1177
2024-04-07,17,大安,1008
2024-04-07,17,大安森林公園,570
2024-04-07,17,忠孝復興,2623
2024-04-07,17,忠孝敦化,2037
2024-04-07,17,忠孝新生,1965
2024-04-07,17,東門,1449
2024-04-07,17,科技大樓,681
2024-04-07,17,萬隆,588
2024-04-07,17,麟光,270
2024-04-07,18,信義安和,1036
2024-04-07,18,公館,1811
2024-04-07,18,六張犁,502
2024-04-07,18,古亭,1461
2024-04-07,18,台電大樓,841
2024-04-07,18,國父紀念館,1093
2024-04-07,18,大安,793
2024-04-07,18,大安森林公園,394
2024-04-07,18,忠孝復興,2221
2024-04-07,18,忠孝敦化,1773
2024-04-07,18,忠孝新生,1529
2024-04-07,18,東門,1220
2024-04-07,18,科技大樓,562
2024-04-07,18,萬隆,648
2024-04-07,18,麟光,298
2024-04-07,19,信義安和,765
2024-04-07,19,公館,1306
2024-04-07,19,六張犁,417
2024-04-07,19,古亭,1090
2024-04-07,19,台電大樓,636
2024-04-07,19,國父紀念館,669
2024-04-07,19,大安,622
2024-04-07,19,大安森林公園,265
2024-04-07,19,忠孝復興,1444
2024-04-07,19,忠孝敦化,1141
2024-04-07,19,忠孝新生,1129
2024-04-07,19,東門,886
2024-04-07,19,科技大樓,456
2024-04-07,19,萬隆,653
2024-04-07,19,麟光,224
2024-04-07,20,信義安和,622
2024-04-07,20,公館,1228
2024-04-07,20,六張犁,449
2024-04-07,20,古亭,1207
2024-04-07,20,台電大樓,641
2024-04-07,20,國父紀念館,495
2024-04-07,20,大安,556
2024-04-07,20,大安森林公園,276
2024-04-07,20,忠孝復興,1061
2024-04-07,20,忠孝敦化,817
2024-04-07,20,忠孝新生,984
2024-04-07,20,東門,682
2024-04-07,20,科技大樓,395
2024-04-07,20,萬隆,575
2024-04-07,20,麟光,252
2024-04-07,21,信義安和,609
2024-04-07,21,公館,1327
2024-04-07,21,六張犁,485
2024-04-07,21,古亭,1028
2024-04-07,21,台電大樓,702
2024-04-07,21,國父紀念館,492
2024-04-07,21,大安,565
2024-04-07,21,大安森林公園,269
2024-04-07,21,忠孝復興,856
2024-04-07,21,忠孝敦化,553
2024-04-07,21,忠孝新生,789
2024-04-07,21,東門,588
2024-04-07,21,科技大樓,455
2024-04-07,21,萬隆,543
2024-04-07,21,麟光,200
2024-04-07,22,信義安和,458
2024-04-07,22,公館,887
2024-04-07,22,六張犁,336
2024-04-07,22,古亭,732
2024-04-07,22,台電大樓,427
2024-04-07,22,國父紀念館,295
2024-04-07,22,大安,352
2024-04-07,22,大安森林公園,172
2024-04-07,22,忠孝復興,474
2024-04-07,22,忠孝敦化,389
2024-04-07,22,忠孝新生,515
2024-04-07,22,東門,389
2024-04-07,22,科技大樓,297
2024-04-07,22,萬隆,395
2024-04-07,22,麟光,206
2024-04-07,23,信義安和,234
2024-04-07,23,公館,521
2024-04-07,23,六張犁,142
2024-04-07,23,古亭,361
2024-04-07,23,台電大樓,263
2024-04-07,23,國父紀念館,138
2024-04-07,23,大安,172
2024-04-07,23,大安森林公園,52
2024-04-07,23,忠孝復興,242
2024-04-07,23,忠孝敦化,179
2024-04-07,23,忠孝新生,269
2024-04-07,23,東門,188
2024-04-07,23,科技大樓,149
2024-04-07,23,萬隆,221
2024-04-07,23,麟光,124
2024-04-08,0,信義安和,72
2024-04-08,0,公館,137
2024-04-08,0,六張犁,43
2024-04-08,0,古亭,105
2024-04-08,0,台電大樓,63
2024-04-08,0,國父紀念館,44
2024-04-08,0,大安,53
2024-04-08,0,大安森林公園,27
2024-04-08,0,忠孝復興,73
2024-04-08,0,忠孝敦化,40
2024-04-08,0,忠孝新生,62
2024-04-08,0,東門,65
2024-04-08,0,科技大樓,54
2024-04-08,0,萬隆,92
2024-04-08,0,麟光,28
2024-04-08,1,信義安和,0
2024-04-08,1,公館,0
2024-04-08,1,六張犁,0
2024-04-08,1,古亭,0
2024-04-08,1,台電大樓,0
2024-04-08,1,國父紀念館,0
2024-04-08,1,大安,0
2024-04-08,1,大安森林公園,0
2024-04-08,1,忠孝復興,0
2024-04-08,1,忠孝敦化,0
2024-04-08,1,忠孝新生,0
2024-04-08,1,東門,0
2024-04-08,1,科技大樓,0
2024-04-08,1,萬隆,0
2024-04-08,1,麟光,0
2024-04-08,5,信義安和,1
2024-04-08,5,公館,0
2024-04-08,5,六張犁,0
2024-04-08,5,古亭,0
2024-04-08,5,台電大樓,0
2024-04-08,5,國父紀念館,0
2024-04-08,5,大安,0
2024-04-08,5,大安森林公園,0
2024-04-08,5,忠孝復興,1
2024-04-08,5,忠孝敦化,0
2024-04-08,5,忠孝新生,0
2024-04-08,5,東門,0
2024-04-08,5,科技大樓,0
2024-04-08,5,萬隆,0
2024-04-08,5,麟光,0
2024-04-08,6,信義安和,325
2024-04-08,6,公館,385
2024-04-08,6,六張犁,145
2024-04-08,6,古亭,369
2024-04-08,6,台電大樓,227
2024-04-08,6,國父紀念館,309
2024-04-08,6,大安,403
2024-04-08,6,大安森林公園,225
2024-04-08,6,忠孝復興,434
2024-04-08,6,忠孝敦化,419
2024-04-08,6,忠孝新生,406
2024-04-08,6,東門,415
2024-04-08,6,科技大樓,166
2024-04-08,6,萬隆,83
2024-04-08,6,麟光,30
2024-04-08,7,信義安和,1615
2024-04-08,7,公館,1838
2024-04-08,7,六張犁,757
2024-04-08,7,古亭,1854
2024-04-08,7,台電大樓,1377
2024-04-08,7,國父紀念館,1354
2024-04-08,7,大安,3710
2024-04-08,7,大安森林公園,760
2024-04-08,7,忠孝復興,1808
2024-04-08,7,忠孝敦化,2166
2024-04-08,7,忠孝新生,1985
2024-04-08,7,東門,2265
2024-04-08,7,科技大樓,887
2024-04-08,7,萬隆,394
2024-04-08,7,麟光,89
2024-04-08,8,信義安和,4406
2024-04-08,8,公館,2943
2024-04-08,8,六張犁,1493
2024-04-08,8,古亭,4341
2024-04-08,8,台電大樓,1814
2024-04-08,8,國父紀念館,3657
2024-04-08,8,大安,5673
2024-04-08,8,大安森林公園,924
2024-04-08,8,忠孝復興,4079
2024-04-08,8,忠孝敦化,5459
2024-04-08,8,忠孝新生,5998
2024-04-08,8,東門,3100
2024-04-08,8,科技大樓,2078
2024-04-08,8,萬隆,426
2024-04-08,8,麟光,186
2024-04-08,9,信義安和,1994
2024-04-08,9,公館,2438
2024-04-08,9,六張犁,801
2024-04-08,9,古亭,2654
2024-04-08,9,台電大樓,934
2024-04-08,9,國父紀念館,2513
2024-04-08,9,大安,2280
2024-04-08,9,大安森林公園,551
2024-04-08,9,忠孝復興,2930
2024-04-08,9,忠孝敦化,2714
2024-04-08,9,忠孝新生,3421
2024-04-08,9,東門,1500
2024-04-08,9,科技大樓,1325
2024-04-08,9,萬隆,304
2024-04-08,9,麟光,157
2024-04-08,10,信義安和,934
2024-04-08,10,公館,1673
2024-04-08,10,六張犁,373
2024-04-08,10,古亭,1603
2024-04-08,10,台電大樓,594
2024-04-08,10,國父紀念館,1152
2024-04-08,10,大安,1180
2024-04-08,10,大安森林公園,340
2024-04-08,10,忠孝復興,2653
2024-04-08,10,忠孝敦化,1683
2024-04-08,10,忠孝新生,2162
2024-04-08,10,東門,1114
2024-04-08,10,科技大樓,715
2024-04-08,10,萬隆,245
2024-04-08,10,麟光,126
2024-04-08,11,信義安和,765
2024-04-08,11,公館,1735
2024-04-08,11,六張犁,350
2024-04-08,11,古亭,1269
2024-04-08,11,台電大樓,647
2024-04-08,11,國父紀念館,1024
2024-04-08,11,大安,973
2024-04-08,11,大安森林公園,345
2024-04-08,11,忠孝復興,2490
2024-04-08,11,忠孝敦化,1691
2024-04-08,11,忠孝新生,1738
2024-04-08,11,東門,1215
2024-04-08,11,科技大樓,543
2024-04-08,11,萬隆,321
2024-04-08,11,麟光,130
2024-04-08,12,信義安和,743
2024-04-08,12,公館,1768
2024-04-08,12,六張犁,325
2024-04-08,12,古亭,1477
2024-04-08,12,台電大樓,684
2024-04-08,12,國父紀念館,812
2024-04-08,12,大安,978
2024-04-08,12,大安森林公園,375
2024-04-08,12,忠孝復興,2672
2024-04-08,12,忠孝敦化,1567
2024-04-08,12,忠孝新生,1810
2024-04-08,12,東門,1316
2024-04-08,12,科技大樓,694
2024-04-08,12,萬隆,363
2024-04-08,12,麟光,119
2024-04-08,13,信義安和,767
2024-04-08,13,公館,1475
2024-04-08,13,六張犁,375
2024-04-08,13,古亭,1631
2024-04-08,13,台電大樓,652
2024-04-08,13,國父紀念館,899
2024-04-08,13,大安,1002
2024-04-08,13,大安森林公園,398
2024-04-08,13,忠孝復興,2312
2024-04-08,13,忠孝敦化,1640
2024-04-08,13,忠孝新生,1937
2024-04-08,13,東門,1253
2024-04-08,13,科技大樓,794
2024-04-08,13,萬隆,332
2024-04-08,13,麟光,139
2024-04-08,14,信義安和,727
2024-04-08,14,公館,1321
2024-04-08,14,六張犁,342
2024-04-08,14,古亭,1242
2024-04-08,14,台電大樓,588
2024-04-08,14,國父紀念館,839
2024-04-08,14,大安,852
2024-04-08,14,大安森林公園,367
2024-04-08,14,忠孝復興,2030
2024-04-08,14,忠孝敦化,1466
2024-04-08,14,忠孝新生,1607
2024-04-08,14,東門,1101
2024-04-08,14,科技大樓,588
2024-04-08,14,萬隆,331
2024-04-08,14,麟光,120
2024-04-08,15,信義安和,647
2024-04-08,15,公館,1078
2024-04-08,15,六張犁,340
2024-04-08,15,古亭,1283
2024-04-08,15,台電大樓,665
2024-04-08,15,國父紀念館,741
2024-04-08,15,大安,818
2024-04-08,15,大安森林公園,382
2024-04-08,15,忠孝復興,2090
2024-04-08,15,忠孝敦化,1320
2024-04-08,15,忠孝新生,1452
2024-04-08,15,東門,1072
2024-04-08,15,科技大樓,546
2024-04-08,15,萬隆,400
2024-04-08,15,麟光,136
2024-04-08,16,信義安和,778
2024-04-08,16,公館,1127
2024-04-08,16,六張犁,642
2024-04-08,16,古亭,1651
2024-04-08,16,台電大樓,789
2024-04-08,16,國父紀念館,920
2024-04-08,16,大安,1062
2024-04-08,16,大安森林公園,414
2024-04-08,16,忠孝復興,2164
2024-04-08,16,忠孝敦化,1507
2024-04-08,16,忠孝新生,1626
2024-04-08,16,東門,1409
2024-04-08,16,科技大樓,684
2024-04-08,16,萬隆,623
2024-04-08,16,麟光,272
2024-04-08,17,信義安和,1224
2024-04-08,17,公館,1809
2024-04-08,17,六張犁,908
2024-04-08,17,古亭,2466
2024-04-08,17,台電大樓,1325
2024-04-08,17,國父紀念館,1178
2024-04-08,17,大安,1509
2024-04-08,17,大安森林公園,593
2024-04-08,17,忠孝復興,2953
2024-04-08,17,忠孝敦化,1911
2024-04-08,17,忠孝新生,1976
2024-04-08,17,東門,1759
2024-04-08,17,科技大樓,1003
2024-04-08,17,萬隆,1051
2024-04-08,17,麟光,405
2024-04-08,18,信義安和,1635
2024-04-08,18,公館,2047
2024-04-08,18,六張犁,1481
2024-04-08,18,古亭,3633
2024-04-08,18,台電大樓,1828
2024-04-08,18,國父紀念館,1805
2024-04-08,18,大安,2022
2024-04-08,18,大安森林公園,663
2024-04-08,18,忠孝復興,4007
2024-04-08,18,忠孝敦化,2775
2024-04-08,18,忠孝新生,2730
2024-04-08,18,東門,2432
2024-04-08,18,科技大樓,1550
2024-04-08,18,萬隆,1561
2024-04-08,18,麟光,657
2024-04-08,19,信義安和,1054
2024-04-08,19,公館,1563
2024-04-08,19,六張犁,991
2024-04-08,19,古亭,2284
2024-04-08,19,台電大樓,1142
2024-04-08,19,國父紀念館,1053
2024-04-08,19,大安,1185
2024-04-08,19,大安森林公園,455
2024-04-08,19,忠孝復興,2320
2024-04-08,19,忠孝敦化,1610
2024-04-08,19,忠孝新生,1562
2024-04-08,19,東門,1439
2024-04-08,19,科技大樓,1011
2024-04-08,19,萬隆,1260
2024-04-08,19,麟光,515
2024-04-08,20,信義安和,569
2024-04-08,20,公館,890
2024-04-08,20,六張犁,633
2024-04-08,20,古亭,1327
2024-04-08,20,台電大樓,712
2024-04-08,20,國父紀念館,545
2024-04-08,20,大安,704
2024-04-08,20,大安森林公園,265
2024-04-08,20,忠孝復興,1263
2024-04-08,20,忠孝敦化,832
2024-04-08,20,忠孝新生,974
2024-04-08,20,東門,773
2024-04-08,20,科技大樓,554
2024-04-08,20,萬隆,722
2024-04-08,20,麟光,316
2024-04-08,21,信義安和,594
2024-04-08,21,公館,1013
2024-04-08,21,六張犁,587
2024-04-08,21,古亭,1240
2024-04-08,21,台電大樓,719
2024-04-08,21,國父紀念館,455
2024-04-08,21,大安,671
2024-04-08,21,大安森林公園,285
2024-04-08,21,忠孝復興,893
2024-04-08,21,忠孝敦化,669
2024-04-08,21,忠孝新生,787
2024-04-08,21,東門,721
2024-04-08,21,科技大樓,511
2024-04-08,21,萬隆,734
2024-04-08,21,麟光,349
2024-04-08,22,信義安和,499
2024-04-08,22,公館,717
2024-04-08,22,六張犁,429
2024-04-08,22,古亭,801
2024-04-08,22,台電大樓,480
2024-04-08,22,國父紀念館,277
2024-04-08,22,大安,436
2024-04-08,22,大安森林公園,190
2024-04-08,22,忠孝復興,498
2024-04-08,22,忠孝敦化,364
2024-04-08,22,忠孝新生,454
2024-04-08,22,東門,450
2024-04-08,22,科技大樓,395
2024-04-08,22,萬隆,510
2024-04-08,22,麟光,256
2024-04-08,23,信義安和,167
2024-04-08,23,公館,258
2024-04-08,23,六張犁,140
2024-04-08,23,古亭,267
2024-04-08,23,台電大樓,164
2024-04-08,23,國父紀念館,101
2024-04-08,23,大安,145
2024-04-08,23,大安森林公園,48
2024-04-08,23,忠孝復興,196
2024-04-08,23,忠孝敦化,140
2024-04-08,23,忠孝新生,189
2024-04-08,23,東門,168
2024-04-08,23,科技大樓,105
2024-04-08,23,萬隆,180
2024-04-08,23,麟光,80
2024-04-09,0,信義安和,75
2024-04-09,0,公館,133
2024-04-09,0,六張犁,50
2024-04-09,0,古亭,130
2024-04-09,0,台電大樓,64
2024-04-09,0,國父紀念館,33
2024-04-09,0,大安,80
2024-04-09,0,大安森林公園,44
2024-04-09,0,忠孝復興,77
2024-04-09,0,忠孝敦化,69
2024-04-09,0,忠孝新生,63
2024-04-09,0,東門,56
2024-04-09,0,科技大樓,41
2024-04-09,0,萬隆,90
2024-04-09,0,麟光,35
2024-04-09,1,信義安和,0
2024-04-09,1,公館,0
