sno,stop_name,category,value
500108046.0,民權瑞光路口,高,3
500108047.0,瑞光公共住宅(瑞光路),中,2
500108048.0,民權東路六段15巷,高,3
500108049.0,扶輪親恩公園,中,2
500108050.0,新湖三民善街口,高,3
500108051.0,內湖119號綠地,高,3
500108052.0,行善公園,高,3
500108054.0,三軍總醫院,高,3
500108055.0,福華商場,高,3
500108056.0,臺北市網球中心,高,3
500108057.0,捷運葫洲站(1號出口),高,3
500108058.0,麗湖國小,高,3
500108059.0,金湖路347巷125弄口,中,2
500108060.0,碧湖公園,中,2
500108061.0,碧湖公園(內湖路二段103巷),中,2
500108062.0,貿七社區,中,2
500108063.0,內湖區農會,中,2
500108064.0,捷運內湖站(2號出口),中,2
500108065.0,康寧金湖路口,高,3
500108066.0,康寧路一段156巷20弄口,中,2
500108067.0,安康公園,高,3
500108068.0,安泰街83巷,高,3
500108069.0,內溝溪生態展示館,高,3
500108070.0,捷運港墘站(2號出口),中,2
500108071.0,東湖國中,高,3
500108072.0,石潭公園(安康路),高,3
500108073.0,內湖垃圾焚化廠,高,3
500108074.0,康寧公園(北側),高,3
500108075.0,康寧路三段54巷口,高,3
500108076.0,行善路25巷口,高,3
500108077.0,新明路460巷口,高,3
500108078.0,下灣公園,高,3
500108079.0,民權東路六段245巷口,高,3
500108081.0,東湖國小,高,3
500108082.0,捷運內湖站(1號出口),高,3
500108083.0,瑞光港墘路口,中,2
500108084.0,瑞湖陽光街口,中,2
500108085.0,金龍公園,高,3
500108086.0,星雲街138巷1弄口,高,3
500108087.0,東湖一號公園,低,1
500108088.0,東湖二號公園,高,3
500108089.0,康湖二號公園(康寧醫院),高,3
500108090.0,堤頂大道新湖一路口,高,3
500108091.0,下灣公園(成功路),高,3
500108092.0,舊宗行善路口,中,2
500108093.0,新湖二路250巷口,高,3
500108094.0,成功路四段41巷口,高,3
500108095.0,金湖星雲街口,高,3
500108096.0,國防醫學院,高,3
500108097.0,民權東路六段190巷117弄口,高,3
500108098.0,內湖運動中心,中,2
500108099.0,九華公園,中,2
500108100.0,內湖路二段179巷口,中,2
500108102.0,行善行愛路口,中,2
500108103.0,民善新湖二路口(家樂福內湖店),高,3
500108104.0,統振大樓,高,3
500108105.0,陽光街161巷口,高,3
500108106.0,潭美公園(南京東路六段368巷),高,3
500108107.0,西康二號公園,高,3
500108108.0,三民國中(民權東路六段47巷),高,3
500108109.0,瑞光路76巷口,中,2
500108110.0,捷運東湖站,高,3
500108111.0,新湖國小,中,2
500108112.0,碧山內湖路口,高,3
500108115.0,民權東路六段413巷,高,3
500108116.0,宏匯瑞光廣場(瑞光路),中,2
500108117.0,宏匯瑞光廣場(港墘路),中,2
500108118.0,康樂街151巷,高,3
500108119.0,內湖路一段360巷,中,2
500108120.0,成功路三段83號前,中,2
500108121.0,內湖路一段47巷,低,1
500108122.0,陽光舊宗路口,中,2
500108123.0,安湖公園,中,2
500108124.0,湖興公園,高,3
500108126.0,安泰街(康樂橋下),高,3
500108127.0,康樂綠地,高,3
500108128.0,捷運港墘站(1號出口),中,2
500108129.0,明美公園(行善路333巷),中,2
500108130.0,行善路383巷,高,3
500108131.0,舊宗新湖三路口,高,3
500108132.0,內湖運動公園,高,3
500108133.0,內湖路三段326巷口,中,2
500108134.0,成功公園,高,3
500108135.0,康寧路三段189巷93弄口,高,3
500108136.0,中國醫藥大學附設醫院臺北分院,高,3
500108137.0,康樂抽水站,高,3
500108138.0,環山路三段16巷口,中,2
500108139.0,文德一號綠地,高,3
500108140.0,臺北花市,高,3
500108141.0,行善社會住宅,高,3
500108142.0,康寧路三段99巷17弄口,高,3
500108143.0,堤頂大道二段407巷口,中,2
500108144.0,海德堡科技大樓,中,2
500108145.0,致伸科技大樓,中,2
500108146.0,內湖路一段288巷口,中,2
500108147.0,大都會客運內湖站,中,2
500108148.0,瑞湖公園,中,2
500108150.0,台灣世曦大樓,中,2
500108151.0,遠雄時代總部,中,2
500108152.0,瑞光路358巷口,中,2
500108153.0,大港墘公園(洲子街),中,2
500108154.0,世紀經貿,中,2
500108156.0,民權東路六段56巷口,高,3
500108157.0,新湖三行忠路72巷口,中,2
500108158.0,新湖三新湖二146巷口,中,2
500108159.0,舊宗新湖二路口,高,3
500108160.0,新光基湖大樓,中,2
500108161.0,內湖路一段120巷15弄,高,3
500108162.0,北勢湖環保公園(堤頂大道側),中,2
500108164.0,達爾文大樓,中,2
500108165.0,東湖四號公園,高,3
500108168.0,捷運西湖站(1號出口)內湖路側,中,2
500109001.0,承德路七段304巷口,高,3
500109002.0,洲美運動公園,高,3
500109003.0,榮華二明德路口,中,2
500109004.0,捷運明德站(1號出口),高,3
500109005.0,文林建民路口,高,3
500109006.0,永欣綠地,高,3
500109007.0,關渡宮,高,3
500109008.0,關渡自然公園,高,3
500109009.0,關渡醫院,高,3
500109010.0,捷運忠義站(1號出口),中,2
500109011.0,捷運關渡站(1號出口),高,3
500109012.0,捷運關渡站(2號出口),高,3
500109013.0,中央北路四段540巷口,高,3
500109014.0,大度立德路口,中,2
500109015.0,捷運復興崗站(1號出口),高,3
500109016.0,捷運復興崗站旅客服務中心,高,3
500109017.0,豐年公園,高,3
500109018.0,稻香重三路口,高,3
500109019.0,國防大學政治作戰學院,高,3
500109020.0,秀山區民活動中心,高,3
500109022.0,大業大同街口,高,3
500109023.0,捷運新北投站,高,3
500109024.0,捷運北投站,高,3
500109025.0,捷運奇岩站(三合街),高,3
500109026.0,八仙里辦公處,高,3
500109028.0,大業路300巷口,高,3
500109029.0,立農公園,高,3
500109030.0,北投奇岩長青樂活大樓,高,3
500109031.0,捷運唭哩岸站(2號出口),高,3
500109032.0,北投運動中心,高,3
500109033.0,陽明大學,高,3
500109034.0,捷運石牌站(2號出口),高,3
500109035.0,台北護理大學,高,3
500109036.0,捷運石牌站(1號出口),高,3
500109037.0,振興醫院,高,3
500109039.0,石牌國小,高,3
500109040.0,振興公園,中,2
500109041.0,立農國小,高,3
500109042.0,承德路七段280巷口,高,3
500109043.0,致遠一路二段11巷,高,3
500109044.0,榮富公園,中,2
500109045.0,中正高中,高,3
500109046.0,立功立德路口,高,3
500109047.0,中央北路四段30巷口,高,3
500109048.0,陽明交大圖書館,高,3
500109049.0,捷運新北投站(2號出口),高,3
500109050.0,復興公園,高,3
500109051.0,承德石牌路口,高,3
500109052.0,承德路七段188巷口,高,3
500109053.0,捷運明德站(3號出口),高,3
500109054.0,大豐公園,高,3
500109055.0,洲美公園,高,3
500109056.0,中和街455巷11弄,中,2
500109057.0,洲美蜆仔港公園,高,3
500109058.0,文化三杏林一路口,中,2
500109059.0,珠海復興一路口,高,3
500109060.0,裕民二路33巷,高,3
500109061.0,新奇岩社會住宅,高,3
500109062.0,泉源公園,高,3
500109063.0,奇岩4號綠地,高,3
500109064.0,臺北健康護理大學(教研大樓),中,2
500109065.0,奇岩一號公園,中,2
500109066.0,福星公園,高,3
500109067.0,中庸公園,高,3
500109068.0,豐年公園,中,2
500109070.0,光明溫泉路口,高,3
500109071.0,和信治癌中心醫院,中,2
500109072.0,致遠新村,高,3
500109073.0,北投公園露天溫泉,中,2
500109074.0,中和街493巷9弄口,中,2
500109075.0,捷運北投站(1號出口),高,3
500109076.0,石牌立農街口,中,2
500109077.0,捷運唭哩岸站(1號出口),高,3
500109078.0,大興光明路2巷口,高,3
500109079.0,捷運忠義站(2號出口),中,2
500109080.0,福國承德路口,高,3
500109081.0,捷運北投站(1號出口)(北投路側),高,3
500109082.0,華固創富中心,高,3
500109084.0,崇仰公園(公舘路255巷),高,3
500109085.0,北投文化公園(北側),中,2
500109086.0,中和綠地,中,2
500109087.0,大業路65巷口,高,3
500109088.0,公舘承德路口,高,3
500110002.0,捷運松山站(4號出口),高,3
500110003.0,塔悠八德路口,高,3
500110004.0,鵬程公園,高,3
500110005.0,中崙高中,高,3
500110006.0,捷運南京三民站(2號出口),中,2
500110007.0,捷運南京三民站(1號出口),中,2
500110008.0,光復北路11巷口,高,3
500110009.0,捷運南京三民站(4號出口),中,2
500110010.0,西松高中,中,2
500110011.0,民權復興路口,高,3
500110012.0,民福三號綠地,高,3
500110013.0,民有一號公園,高,3
500110014.0,民生敦化路口,高,3
500110015.0,松基公園,中,2
500110016.0,三民路166巷口,高,3
500110017.0,民生活動中心,高,3
500110018.0,捷運小巨蛋站(2號出口),中,2
500110019.0,臺北市藝文推廣處,高,3
500110020.0,民生國小(敦化北路199巷),高,3
500110021.0,敦北公園,高,3
500110022.0,民權運動公園,高,3
500110023.0,新東公園,高,3
500110024.0,民生光復路口,高,3
,三民公園,高,3
500110026.0,八德路三段74巷口,中,2
500110027.0,八德路三段8巷口,中,2
500110028.0,三軍總醫院(松山分院),高,3
500110029.0,平安新城,高,3
500110030.0,健康社會住宅,中,2
500110031.0,民權光復路口(東北側),中,2
500110032.0,市民東興路口,高,3
500110033.0,光復南路22巷口,高,3
,光復南路58巷,中,2
500110035.0,松山新城,中,2
500110036.0,內政部營建署,高,3
500110037.0,南京光復路口,高,3
500110038.0,民生立體停車場,高,3
500110039.0,健康新城,高,3
500110040.0,健安新城,高,3
500110041.0,復盛公園,高,3
500110042.0,中崙福成宮,高,3
500110043.0,捷運南京復興站(7號出口),中,2
500110044.0,捷運南京復興站(5號出口),高,3
500110045.0,塔悠疏散門,高,3
500110046.0,臺北田徑場,高,3
500110047.0,捷運小巨蛋站(5號出口),中,2
500110048.0,敦化長春路口,高,3
500110049.0,饒河疏散門(基四號疏散門),高,3
500110050.0,捷運松山站(2號出口),中,2
500110051.0,民權東路三段106巷口,中,2
500110052.0,南京東路五段59巷口,中,2
500110053.0,三民公園(塔悠路),高,3
500110054.0,寶清公園,中,2
500110055.0,西松公園,中,2
500110056.0,長壽公園,高,3
500110057.0,復源公園,中,2
500110058.0,南京東路四段179巷口,中,2
500110059.0,臺北田徑場(北寧路側),中,2
500110060.0,西松高中(健康路325巷),中,2
500110061.0,南京東興路口,中,2
500110062.0,捷運松山站(3號出口),高,3
500110063.0,介壽國中,高,3
500110064.0,敦化南京路口(東北側),中,2
500110065.0,敦化八德路口,中,2
500110066.0,新東街51巷口,高,3
500110067.0,八德立體停車場,高,3
500110068.0,長春慶城街口,中,2
500110069.0,八德路四段652巷口,中,2
500110070.0,捷運松山站(1號出口),中,2
500110071.0,捷運小巨蛋站(3號出口),中,2
500110072.0,捷運小巨蛋站(5號出口),中,2
500110073.0,敦化北路155巷口,中,2
500110074.0,民生復興路口,中,2
500110076.0,市民延吉街口,高,3
500110077.0,龍城市場,中,2
500110078.0,捷運南京三民站(3號出口),中,2
500110079.0,塔悠基隆路口(麥帥一橋下),高,3
500110080.0,五常街370巷,高,3
500111001.0,南港公園(東新街),高,3
500111002.0,南港公園(福德街),高,3
500111003.0,捷運昆陽站(1號出口),高,3
500111004.0,忠孝東路六段225巷口,高,3
500111005.0,捷運後山埤站(1號出口),高,3
500111006.0,合樂公園,高,3
500111007.0,合心廣場,高,3
500111008.0,成德國中,高,3
500111009.0,玉成公園,高,3
500111010.0,研究院舊莊街口,高,3
500111011.0,中研院綜合體育館東側,高,3
500111012.0,國家生技園區,高,3
500111013.0,捷運南港展覽館站(5號出口),高,3
500111014.0,中研公園,高,3
500111015.0,福山公園,高,3
500111016.0,舊莊區民活動中心,高,3
500111017.0,凌雲市場,高,3
500111018.0,市民大道八段532號,高,3
500111019.0,捷運南港軟體園區(2號出口),高,3
500111020.0,南港國小,高,3
500111021.0,興中立體停車場(興中路),高,3
500111022.0,臺北市立圖書館南港分館,高,3
500111023.0,東陽公園,高,3
500111024.0,向陽南港路口,高,3
500111025.0,南港車站(忠孝東路七段415巷),高,3
500111026.0,捷運南港站(2號出口),中,2
500111027.0,捷運南港站(1號出口),中,2
500111028.0,東新國小,高,3
500111029.0,中華科技大學,高,3
500111030.0,六福公園,高,3
500111031.0,南港加壓站,高,3
500111032.0,臺北流行音樂中心(南港路),高,3
500111033.0,興南公園,高,3
500111034.0,臺北流行音樂中心(市民大道),高,3
500111035.0,南港車站(市民大道),中,2
500111036.0,忠孝東路七段527巷口,中,2
500111037.0,南港軟體園區(新民街),高,3
500111038.0,世貿公園,高,3
500111039.0,凌雲五村(研究院路三段8巷),高,3
500111040.0,新新公園(昆陽街60巷),高,3
500111041.0,南港高中(昆陽街),中,2
500111042.0,南港路三段290巷口,高,3
500111043.0,南港路三段220巷口,高,3
500111044.0,南港東新街口,高,3
500111045.0,八德中坡路口,高,3
500111046.0,捷運後山埤站(3號出口),中,2
500111047.0,玉成公園運動中心,中,2
500111048.0,百福公園,中,2
500111049.0,南湖大橋(經貿二路255巷),高,3
500111050.0,園區重陽路口,高,3
500111051.0,南港車站B棟(市民大道),高,3
500111052.0,胡適公園,高,3
500111053.0,南港抽水站,高,3
500111054.0,經貿公園,高,3
500111055.0,育成高中,中,2
500111056.0,捷運南港展覽館站(7號出口),高,3
500111057.0,力行橋(南港),中,2
500111058.0,舊莊國小(舊莊街一段),高,3
500111059.0,向陽公園,高,3
500111060.0,小彎社會住宅,高,3
500111061.0,捷運南港展覽館站(6號出口),中,2
500111062.0,捷運南港展覽館站(4號出口),高,3
500111063.0,成德綠地,高,3
500111064.0,南港公園(東新街170巷),高,3
500111065.0,中坡市民路口(東北側),高,3
500111066.0,昆陽公園,高,3
500111067.0,南港路二段178巷口,高,3
500111068.0,南港車站(忠孝東路),中,2
500111069.0,南港車站(興華路),高,3
500111070.0,玉成公園(成福路178巷口),中,2
500111071.0,玉東公園(東新街),高,3
500111072.0,南港出租國宅社區,高,3
500111073.0,成福路197巷口,中,2
500111074.0,南港疏散門(基三號疏散門),高,3
500111075.0,成德立體停車場,高,3
500111076.0,南港展覽館2館,中,2
500111077.0,舊莊派出所,高,3
500111078.0,南港路三段80巷,高,3
500111079.0,捷運昆陽站(4號出口),中,2
500111080.0,忠孝東路六段278巷口,中,2
500111081.0,中研院人文社會科學館,高,3
500111082.0,南港路三段130巷口,高,3
500111083.0,南港路三段190巷口,高,3
500111084.0,忠孝東路六段212巷口,中,2
500111085.0,新富公園,中,2
500111086.0,東新街63巷口,高,3
500111087.0,中興公園,中,2
500111113.0,內湖機廠(港東街),高,3
500112001.0,黎忠區民活動中心,高,3
500112002.0,基隆路二段159巷口,中,2
500112003.0,嘉興街175巷口,中,2
500112004.0,和平東路三段631巷口,中,2
500112005.0,和平東路三段530巷口,高,3
500112006.0,景勤二號公園,高,3
500112007.0,臺北醫學大學,高,3
500112008.0,三興公園,高,3
500112009.0,松德站,高,3
500112010.0,捷運象山站(2號出口),中,2
500112011.0,象山公園,中,2
500112012.0,松仁路253巷3弄,中,2
500112013.0,興雅國中,中,2
500112014.0,捷運象山站(1號出口),中,2
500112015.0,松德路200巷,高,3
500112016.0,中全公園,高,3
500112017.0,台北市災害應變中心,高,3
500112018.0,信義運動中心,高,3
500112019.0,捷運台北101/世貿站(3號出口),中,2
500112020.0,景新公園,中,2
500112021.0,光復信義路口東南側,中,2
500112022.0,三張犁,高,3
500112023.0,仁愛路四段496巷口,中,2
500112024.0,松山工農,高,3
500112025.0,松友公園,高,3
500112026.0,林口公園,高,3
500112027.0,松山家商,中,2
500112028.0,永春陂濕地公園,中,2
500112029.0,臺北市政府,中,2
500112030.0,松智松壽路口,中,2
500112031.0,市府松壽路口,中,2
500112032.0,市府松高路口,高,3
500112033.0,市民廣場,中,2
500112035.0,信義廣場(台北101),中,2
500112036.0,捷運台北101/世貿站(5號出口),中,2
500112037.0,春光公園,高,3
500112038.0,松仁路121巷口,中,2
500112039.0,福德國小,高,3
500112040.0,福德公園,高,3
500112042.0,松高路(信義新天地A4館),中,2
500112043.0,興雅松仁路口,高,3
500112044.0,福祥公園,高,3
500112045.0,吳興公車總站,高,3
500112046.0,泰和公園,中,2
500112047.0,興雅國小(基隆路一段37巷),中,2
500112048.0,雅祥公園(松信路50巷口),中,2
500112049.0,松山車站,高,3
500112050.0,五常公園,中,2
500112051.0,永吉松信路口,高,3
500112052.0,三興國小,高,3
500112053.0,市民松信路口,高,3
500112054.0,松山高中,高,3
500112055.0,基隆光復路口,中,2
500112056.0,基隆忠孝路口西南側,中,2
500112057.0,泰和里民活動中心,中,2
500112058.0,捷運後山埤站(2號出口),中,2
500112059.0,虎林永吉路口,高,3
500112060.0,永吉公園,高,3
500112061.0,永吉路321巷口,中,2
500112062.0,松山永吉路口,高,3
500112063.0,松山路292巷口,高,3
500112064.0,捷運象山站(3號出口),高,3
500112065.0,松德公園,高,3
500112066.0,世貿三館,中,2
500112067.0,松德虎林街口,高,3
500112068.0,富台公園,高,3
500112069.0,基隆路一段101巷口,高,3
500112070.0,捷運永春站(2號出口),高,3
500112071.0,吳興街260巷,高,3
500112072.0,松山家商(林口街),高,3
500112073.0,仁愛逸仙路口,中,2
,安強公園,高,3
500112075.0,信義基隆路口,中,2
500112076.0,捷運台北101/世貿站(2號出口),高,3
500112078.0,吳興街284巷36弄口,中,2
500112079.0,協和祐德高級中學,中,2
500112080.0,福德國小公車站,中,2
500112081.0,松仁路95巷口,高,3
500112082.0,臺北南山廣場,高,3
500112083.0,景聯廣場,高,3
500112084.0,景平公園,中,2
500112085.0,捷運市政府站(3號出口),高,3
500112086.0,五分埔公園,高,3
500112087.0,松仁路305號,中,2
500112088.0,吳興街394巷口,中,2
500112089.0,忠孝東路五段215巷口,中,2
500112090.0,松勤莊敬路口,中,2
500112091.0,松仁松平路口,中,2
500112092.0,信義松德路口,高,3
500112093.0,捷運市政府站(4號出口),中,2
500112094.0,吳興街284巷(廣安宮),中,2
500112095.0,景勤二號公園(西南側),高,3
500112096.0,克勤新村,高,3
500112097.0,和平東路三段291號,高,3
500113001.0,德昌寶興街口(西北角),高,3
500113002.0,寶興長泰街口(西南角),中,2
500113003.0,萬大路486巷口,高,3
500113004.0,國興中華路口,高,3
500113005.0,古亭國中,高,3
500113006.0,國興水源路口,高,3
500113007.0,青年公園高爾夫球場,高,3
500113008.0,國興青年路口,高,3
500113009.0,青年公園棒球場,高,3
500113010.0,青年公園籃球場,高,3
500113012.0,復華花園新城,高,3
500113013.0,新和國小,高,3
500113014.0,莒光郵局,高,3
500113015.0,莒光立體停車場,高,3
500113016.0,艋舺大道146巷口,中,2
500113017.0,東園國小,高,3
500113018.0,華中疏散門,高,3
500113019.0,錦德公園,高,3
500113020.0,忠德公園,高,3
500113022.0,華江高中,高,3
500113023.0,西園艋舺路口,高,3
500113025.0,雙園國中,高,3
500113026.0,長順區民活動中心,高,3
500113027.0,華江國小,高,3
500113028.0,華江八號公園,高,3
500113029.0,環河南雙園街口,高,3
500113081.0,大理高中,高,3
500113031.0,糖廍文化園區,高,3
,兩棵樹公園,高,3
500113033.0,萬華青年公宅,高,3
500113034.0,開封西寧路口,高,3
500113035.0,峨嵋停車場,高,3
500113036.0,長沙公園,高,3
500113037.0,貓公園(中興橋頭),高,3
500113038.0,西本願寺廣場,高,3
500113039.0,中華桂林路口,高,3
500113040.0,捷運龍山寺站(1號出口),高,3
500113041.0,龍山國小,高,3
500113042.0,華西公園,高,3
500113043.0,老松國小,高,3
500113044.0,萬華火車站,高,3
500113045.0,萬華火車站(D2廣場),中,2
500113046.0,捷運龍山寺站(3號出口),高,3
500113047.0,臺北市電影主題公園(峨嵋街),高,3
500113048.0,臺北市電影主題公園(康定路),高,3
500113049.0,中華峨嵋街口,高,3
500113050.0,萬華266號綠地,高,3
500113051.0,萬大國小(萬大路344巷口),高,3
500113052.0,德昌街10巷口,高,3
500113053.0,環河南和平西路口,高,3
500113054.0,長順街60巷口,高,3
500113055.0,西園公園,高,3
500113056.0,華江污水廠,高,3
500113057.0,柳鄉公園,中,2
,綠堤社區公園,中,2
500113059.0,長順艋舺大道口,高,3
500113060.0,富民路145巷口,高,3
500113061.0,環南綜合市場,高,3
500113062.0,龍山國中,高,3
500113063.0,洛陽停車場,高,3
500113064.0,桂林昆明街口,高,3
500113065.0,萬華國中,高,3
500113066.0,青年公園3號出口,高,3
500113068.0,捷運龍山寺站(1號出口),高,3
500113069.0,莒光社會住宅,高,3
500113070.0,艋舺西藏路口,高,3
500113071.0,萬大路493巷,中,2
500113072.0,雙園國中地下停車場,高,3
500113073.0,青年路152巷口,高,3
500119005.0,臺大水源舍區A棟,高,3
500119006.0,臺大卓越研究大樓,高,3
500119007.0,臺大水源修齊會館,中,2
500119008.0,臺大檔案展示館,中,2
500119009.0,臺大水源舍區B棟,高,3
500119043.0,臺大男八舍東側,中,2
500119044.0,臺大禮賢樓東南側,中,2
500119045.0,臺大農業陳列館北側,高,3
500119046.0,臺大管理學院二館北側,中,2
500119047.0,臺大土木系館,中,2
500119048.0,臺大大一女舍北側,中,2
500119049.0,臺大女九舍西南側,高,3
500119050.0,臺大小福樓東側,高,3
500119051.0,臺大立體機車停車場,中,2
500119052.0,臺大工綜館南側,中,2
500119053.0,臺大天文數學館南側,中,2
500119054.0,臺大心理系館南側,中,2
500119055.0,臺大樂學館東側,中,2
500119056.0,臺大農化新館西側,中,2
500119057.0,臺大五號館西側,中,2
500119058.0,臺大舊體育館西側,中,2
500119059.0,臺大共同教室北側,低,1
500119060.0,臺大共同教室東南側,低,1
500119061.0,臺大鹿鳴堂東側,中,2
500119062.0,臺大公館停車場西北側,中,2
500119063.0,臺大第二行政大樓南側,中,2
500119064.0,臺大明達館機車停車場,中,2
500119065.0,臺大二號館,低,1
500119066.0,臺大凝態館南側,中,2
500119067.0,臺大社科院西側,中,2
500119068.0,臺大社會系館南側,高,3
500119069.0,臺大思亮館東南側,中,2
500119070.0,臺大椰林小舖,中,2
500119071.0,臺大計資中心南側,中,2
500119072.0,臺大原分所北側,中,2
500119074.0,臺大生命科學館西北側,中,2
500119075.0,臺大第一活動中心西南側,中,2
500119076.0,臺大博理館西側,中,2
500119077.0,臺大博雅館西側,高,3
500119078.0,臺大森林館北側,中,2
500119079.0,臺大一號館,中,2
500119080.0,臺大小小福西南側,低,1
500119081.0,臺大教研館北側,中,2
500119082.0,臺大四號館東北側,低,1
500119083.0,臺大新生教室南側,中,2
500119084.0,臺大鄭江樓北側,中,2
500119085.0,臺大電機二館東南側,中,2
500119086.0,臺大圖資系館北側,中,2
500119087.0,臺大總圖書館西南側,中,2
500119088.0,臺大黑森林西側,中,2
500119089.0,臺大獸醫館南側,中,2
500119090.0,臺大新體育館東南側,高,3
500119091.0,臺大明達館北側(員工宿舍),中,2
